DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230604014,01/01/2023 12:00:00 AM,12/31/2022 12:00:00 AM,2030,6,Hollywood,679,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0419 0444,19,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,800 N  NORMANDIE                    AV,,34.0886,-118.3027
230114356,06/17/2023 12:00:00 AM,06/17/2023 12:00:00 AM,750,1,Central,176,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,800    WALL                         ST,,34.0401,-118.2504
200606520,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,2100,6,Hollywood,648,2,625,OTHER ASSAULT,0400 2004 1822 0510,25,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,WESTERN                      AV,HAROLD                       WY,34.0994,-118.3093
231319960,11/01/2023 12:00:00 AM,11/01/2023 12:00:00 AM,340,13,Newton,1341,1,121,"RAPE, FORCIBLE",0500 0527 0537 1262 1300 1822 2014 1415,41,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,998.0,,,3600 S  GRAND                        AV,,34.0187,-118.2771
230112392,05/10/2023 12:00:00 AM,05/09/2023 12:00:00 AM,2300,1,Central,153,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,0,X,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,5TH                          ST,SPRING                       ST,34.0474,-118.2496
200508489,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,800,5,Harbor,525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0386 1300 0344 1606,27,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,500    MARINE                       AV,,33.7756,-118.2634
200606894,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,355,6,Hollywood,637,2,623,BATTERY POLICE (SIMPLE),0447 1212 2004 1822,25,F,H,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,623.0,,,,5900    HOLLYWOOD                    BL,,34.103,-118.3225
212017478,11/18/2021 12:00:00 AM,06/01/2021 12:00:00 AM,1300,20,Olympic,2056,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 0527 0533 1258,13,F,H,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,810.0,,,,1000 S  NEW HAMPSHIRE                AV,,34.0509,-118.2926
200504052,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1400,5,Harbor,551,2,888,TRESPASSING,0361 0913 0603,29,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,888.0,,,,1800 W  SANTA CRUZ                   ST,,33.7451,-118.3141
241008722,05/10/2024 12:00:00 AM,05/10/2024 12:00:00 AM,1315,10,West Valley,1031,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822 1309,33,F,H,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,19300    VICTORY                      BL,,34.1866,-118.5535
241411193,07/08/2024 12:00:00 AM,07/08/2024 12:00:00 AM,235,14,Pacific,1487,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,28,M,Z,218.0,BEAUTY/BARBER SHOP,,,IC,Invest Cont,740.0,,,,8700    LA TIJERA                    BL,,33.9583,-118.3931
201816233,08/27/2020 12:00:00 AM,08/26/2020 12:00:00 AM,1747,18,Southeast,1823,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1408 1822 0400 0342,0,M,X,101.0,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AO,Adult Other,230.0,998.0,,,99TH                         ST,SAN PEDRO                    AV,33.9465,-118.2695
210504965,01/24/2021 12:00:00 AM,01/24/2021 12:00:00 AM,1614,5,Harbor,526,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0202 0216 0325 0329 1236 0344,0,X,X,210.0,RESTAURANT/FAST FOOD,,,AO,Adult Other,440.0,740.0,,,100 W  ANAHEIM                      ST,,33.78,-118.2631
240610352,07/05/2024 12:00:00 AM,07/05/2024 12:00:00 AM,1350,6,Hollywood,645,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0104 1501,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
220208942,04/18/2022 12:00:00 AM,04/15/2022 12:00:00 AM,49,2,Rampart,217,1,330,BURGLARY FROM VEHICLE,1822 0216 0344 0352 1601 0329,28,M,B,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,2000 W  SUNSET                       BL,,34.0778,-118.2624
202110886,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1650,21,Topanga,2189,1,210,ROBBERY,0344 0940 1822 0416,20,M,O,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,20500 W  VENTURA                      BL,,34.1685,-118.5777
242106112,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,1030,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,6200    TOPANGA CANYON               BL,,34.1865,-118.6017
241209741,04/08/2024 12:00:00 AM,03/27/2024 12:00:00 AM,1005,12,77th Street,1265,2,354,THEFT OF IDENTITY,0922 0929 0930 1822 0100,31,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1100 W  85TH                         ST,,33.9609,-118.294
221505944,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,1500,15,N Hollywood,1526,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,O,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,6000    LANKERSHIM                   BL,,34.1794,-118.3834
211206834,02/13/2021 12:00:00 AM,02/13/2021 12:00:00 AM,730,12,77th Street,1256,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0344 0448 1822,0,X,X,202.0,LIQUOR STORE,,,IC,Invest Cont,440.0,,,,7200 S  BROADWAY,,33.9727,-118.285
230314736,08/08/2023 12:00:00 AM,03/16/2023 12:00:00 AM,1900,3,Southwest,397,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 0533 1820 2024 1276,16,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,810.0,,,,1000 W  43RD                         ST,,34.0055,-118.2915
202012237,07/17/2020 12:00:00 AM,05/11/2020 12:00:00 AM,1200,20,Olympic,2058,2,354,THEFT OF IDENTITY,0344 1822 0100,30,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,2700    SAN MARINO                   ST,,34.055,-118.2878
230612767,07/20/2023 12:00:00 AM,07/12/2023 12:00:00 AM,1500,6,Hollywood,642,1,310,BURGLARY,0352 1606 1822 0344 1609 1501,32,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,7700    HOLLYWOOD                    BL,,34.1017,-118.3574
201817533,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1530,18,Southeast,1823,1,210,ROBBERY,0330 1822 1311 1402 1407 1419 0352 0344 0432,20,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,210.0,998.0,,,103RD,SAN PEDRO,33.9428,-118.2695
220817372,11/22/2022 12:00:00 AM,11/22/2022 12:00:00 AM,530,8,West LA,842,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822 0344,40,F,F,101.0,STREET,,,IC,Invest Cont,331.0,,,,ARMACOST                     AV,TEXAS                        AV,34.0449,-118.4629
211205363,01/20/2021 12:00:00 AM,01/20/2021 12:00:00 AM,30,12,77th Street,1203,1,310,BURGLARY,1601 0344,0,X,X,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,310.0,,,,5000 S  WESTERN                      AV,,33.9982,-118.3089
220808350,04/09/2022 12:00:00 AM,04/09/2022 12:00:00 AM,1753,8,West LA,817,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 0378 0352 1221 1822,0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,442.0,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
231210764,04/25/2023 12:00:00 AM,04/25/2023 12:00:00 AM,645,12,77th Street,1232,2,888,TRESPASSING,0910,22,X,X,101.0,STREET,,,AO,Adult Other,888.0,,,,5800    CRENSHAW                     BL,,33.989,-118.3308
220906014,02/23/2022 12:00:00 AM,02/22/2022 12:00:00 AM,1805,9,Van Nuys,932,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,SYLVAN,CEDROS,34.1846,-118.4531
232117784,12/17/2023 12:00:00 AM,12/11/2023 12:00:00 AM,1800,21,Topanga,2139,1,820,ORAL COPULATION,0913 1802 1262 0512 0545 0522,26,M,W,707.0,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,820.0,,,,7500    QUARTZ                       AV,,34.2061,-118.5643
201011792,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,705,10,West Valley,1004,1,210,ROBBERY,2000 0913 0416 1813 0426 2001 2002 0319 0444 0344,34,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,8000    CANBY                        AV,,34.2156,-118.5344
200315219,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,230,3,Southwest,336,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2100 W  29TH                         PL,,34.0282,-118.3151
210616014,09/17/2021 12:00:00 AM,09/17/2021 12:00:00 AM,1120,6,Hollywood,639,1,210,ROBBERY,0400 0444 1822 1501 0344 1402 2024 0945,0,X,X,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,210.0,998.0,,,5400    HOLLYWOOD                    BL,,34.1036,-118.3049
200200746,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1600,2,Rampart,235,1,310,BURGLARY,1822 1609 0344 0329 0447 1402,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,998.0,,,2500 W  TEMPLE                       ST,,34.0721,-118.2734
202017670,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1532,20,Olympic,2027,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,0,X,X,228.0,BOWLING ALLEY*,,,IC,Invest Cont,745.0,,,,3300    WILSHIRE                     BL,,34.0636,-118.296
201305754,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1710,13,Newton,1317,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,50,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,15TH                         ST,LONG BEACH,34.0243,-118.2419
200614055,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1800,6,Hollywood,632,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,38,M,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,SUNSET                       BL,HAWTHORN,34.104,-118.3755
211513895,08/30/2021 12:00:00 AM,08/29/2021 12:00:00 AM,2145,15,N Hollywood,1591,1,330,BURGLARY FROM VEHICLE,0344 1609,37,F,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,12500    VENTURA                      BL,,34.1427,-118.4052
210214473,09/10/2021 12:00:00 AM,09/09/2021 12:00:00 AM,1330,2,Rampart,247,2,354,THEFT OF IDENTITY,1202 0100,78,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,400 S  UNION                        AV,,34.0596,-118.2701
201906340,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,1248,19,Mission,1958,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,F,H,101.0,STREET,,,IC,Invest Cont,440.0,,,,FILMORE,GULLO,34.2512,-118.4497
201301034,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1700,13,Newton,1362,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,9999,6,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,,,,400 E  47TH                         ST,,34.0007,-118.2696
231011307,07/13/2023 12:00:00 AM,07/06/2023 12:00:00 AM,430,10,West Valley,1011,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7500    CALVIN                       AV,,34.2066,-118.5557
222017539,11/21/2022 12:00:00 AM,10/31/2022 12:00:00 AM,10,20,Olympic,2055,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0100,28,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649.0,,,,1000 S  KENMORE                      AV,,34.0527,-118.2968
232113769,09/05/2023 12:00:00 AM,09/03/2023 12:00:00 AM,1700,21,Topanga,2145,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,6600    GLADE                        AV,,34.1904,-118.6082
210619675,11/28/2021 12:00:00 AM,11/28/2021 12:00:00 AM,200,6,Hollywood,645,2,437,RESISTING ARREST,1501 1822,0,X,X,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,437.0,,,,7000    LANEWOOD                     AV,,34.0992,-118.3417
221905786,02/15/2022 12:00:00 AM,02/15/2022 12:00:00 AM,600,19,Mission,1955,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10400    WOODMAN                      AV,,34.2596,-118.4543
202117203,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1032,21,Topanga,2157,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814,24,F,H,210.0,RESTAURANT/FAST FOOD,,,AO,Adult Other,901.0,,,,6700    DE SOTO                      AV,,34.1915,-118.5884
221905934,02/18/2022 12:00:00 AM,02/18/2022 12:00:00 AM,2010,19,Mission,1916,2,624,BATTERY - SIMPLE ASSAULT,0416,31,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,14000    HERRON                       ST,,34.3047,-118.4384
240713196,12/11/2024 12:00:00 AM,12/11/2024 12:00:00 AM,2055,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,23,X,X,417.0,THE BEVERLY CONNECTION,,,IC,Invest Cont,442.0,,,,8400    BEVERLY                      BL,,34.0761,-118.3732
232107040,03/22/2023 12:00:00 AM,03/22/2023 12:00:00 AM,2325,21,Topanga,2158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822,28,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,21000    VICTORY                      BL,,34.1884,-118.5906
240606802,03/01/2024 12:00:00 AM,02/29/2024 12:00:00 AM,1000,6,Hollywood,657,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0401 1814 0913 0416 0421 2000 0445 0449 0446 0406,32,F,H,104.0,DRIVEWAY,211.0,AXE,AO,Adult Other,236.0,,,,5500    SIERRA VISTA                 AV,,34.0895,-118.3114
230111501,04/29/2023 12:00:00 AM,04/29/2023 12:00:00 AM,1450,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 1822,17,M,H,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,MAIN                         ST,PASEO,34.0615,-118.2412
241106509,03/06/2024 12:00:00 AM,03/05/2024 12:00:00 AM,930,11,Northeast,1138,2,888,TRESPASSING,2004,0,X,X,738.0,LIBRARY,,,IC,Invest Cont,888.0,,,,6100 N  FIGUEROA                     ST,,34.1152,-118.1898
230414852,11/29/2023 12:00:00 AM,11/29/2023 12:00:00 AM,630,4,Hollenbeck,463,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,300 N  STATE                        ST,,34.0484,-118.2163
221709617,06/02/2022 12:00:00 AM,06/02/2022 12:00:00 AM,1458,17,Devonshire,1782,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,31,M,W,108.0,PARKING LOT,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,,,,8800    CORBIN                       AV,,34.2302,-118.5623
201810630,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,1750,18,Southeast,1841,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1218 0202,28,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,VERMONT                      AV,105TH                        ST,33.9407,-118.2916
230914150,09/14/2023 12:00:00 AM,09/14/2023 12:00:00 AM,1800,9,Van Nuys,906,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,7700    VAN NUYS                     BL,,34.206,-118.4445
231217532,08/12/2023 12:00:00 AM,08/12/2023 12:00:00 AM,1450,12,77th Street,1207,2,624,BATTERY - SIMPLE ASSAULT,1822 0444 0321,38,M,H,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5000 S  HOOVER                       ST,,33.9995,-118.2893
211821749,12/19/2021 12:00:00 AM,12/18/2021 12:00:00 AM,1600,18,Southeast,1851,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13200 S  VERMONT                      AV,,33.9123,-118.2916
230307814,03/15/2023 12:00:00 AM,03/15/2023 12:00:00 AM,1300,3,Southwest,305,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0329 1202 0361 0603,74,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,740.0,,,,4800 W  ADAMS                        BL,,34.0336,-118.3441
222113359,08/22/2022 12:00:00 AM,08/22/2022 12:00:00 AM,2005,21,Topanga,2136,2,940,EXTORTION,0561 0329 0432 2004,46,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,940.0,,,,7200    ALABAMA                      AV,,34.201,-118.599
231514187,08/30/2023 12:00:00 AM,03/01/2023 12:00:00 AM,900,15,N Hollywood,1513,1,310,BURGLARY,0344,35,M,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,12600    RAYMER                       ST,,34.2029,-118.4073
210704513,01/16/2021 12:00:00 AM,01/15/2021 12:00:00 AM,2000,7,Wilshire,742,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,6100    WILSHIRE                     BL,,34.063,-118.3614
231808465,04/03/2023 12:00:00 AM,04/02/2023 12:00:00 AM,2045,18,Southeast,1801,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 1822 1218,33,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,MANCHESTER,FIGUEROA,33.9601,-118.2827
200904092,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2340,9,Van Nuys,984,2,624,BATTERY - SIMPLE ASSAULT,0444 2004,21,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,14600    VENTURA                      BL,,34.1513,-118.4509
210905967,02/20/2021 12:00:00 AM,02/19/2021 12:00:00 AM,1520,9,Van Nuys,964,1,330,BURGLARY FROM VEHICLE,1300 1822 0344 0386,40,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,MAGNOLIA                     BL,WOODMAN                      AV,34.1649,-118.4312
210204293,01/09/2021 12:00:00 AM,01/09/2021 12:00:00 AM,1730,2,Rampart,237,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0445 0416 0913 0361 0603 0305,35,M,B,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230.0,,,,1500    MIRAMAR                      ST,,34.0602,-118.2628
230109721,04/01/2023 12:00:00 AM,04/01/2023 12:00:00 AM,1850,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,2004 0416,69,M,B,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,CHICK HEARN,FIGUEROA,34.044,-118.2676
221000884,09/21/2022 12:00:00 AM,09/15/2022 12:00:00 AM,1700,10,West Valley,1037,2,860,BATTERY WITH SEXUAL CONTACT,1402 0913 2021 0522 0400 1251,17,F,H,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860.0,998.0,,,17000    HAYNES                       ST,,34.1894,-118.5074
201406281,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1625,14,Pacific,1496,2,755,BOMB SCARE,0403 0404,0,X,X,503.0,HOTEL,511.0,VERBAL THREAT,IC,Invest Cont,755.0,,,,6200 W  CENTURY                      BL,,33.9472,-118.3909
200517200,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,2045,5,Harbor,527,1,210,ROBBERY,0202 0432 1310 0344 0421 1402 1822,22,M,H,101.0,STREET,511.0,VERBAL THREAT,AO,Adult Other,210.0,998.0,,,ANAHEIM,AVALON,33.7626,-118.2687
221222501,10/28/2022 12:00:00 AM,10/28/2022 12:00:00 AM,900,12,77th Street,1204,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4500 S  NORMANDIE                    AV,,34.0027,-118.3002
211612871,10/28/2021 12:00:00 AM,10/27/2021 12:00:00 AM,1400,16,Foothill,1653,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12900    SUNBURST                     ST,,34.25,-118.417
212004897,01/26/2021 12:00:00 AM,01/26/2021 12:00:00 AM,5,20,Olympic,2076,2,662,"BUNCO, GRAND THEFT",1822 0342 0701,48,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,1400    FEDORA                       ST,,34.0467,-118.2976
211207677,02/25/2021 12:00:00 AM,02/23/2021 12:00:00 AM,1400,12,77th Street,1239,1,310,BURGLARY,1607 0321 0344 0329,49,M,O,738.0,LIBRARY,,,IC,Invest Cont,310.0,,,,6100 S  VERMONT                      AV,,33.9846,-118.2915
250904040,01/14/2025 12:00:00 AM,12/23/2024 12:00:00 AM,1820,9,Van Nuys,932,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1501,49,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
200112078,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,100,1,Central,147,2,624,BATTERY - SIMPLE ASSAULT,1202 2034 0416 2004 1218 1822,62,M,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624.0,,,,300 E  5TH                          ST,,34.0453,-118.2443
241905112,01/29/2024 12:00:00 AM,01/26/2024 12:00:00 AM,1310,19,Mission,1943,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,46,M,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,SHARP,CHATSWORTH,34.2719,-118.4512
221005854,02/19/2022 12:00:00 AM,02/19/2022 12:00:00 AM,1300,10,West Valley,1099,1,310,BURGLARY,1822 0329 0344 0321 1414,38,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,3500    ROYAL WOODS                  DR,,34.1338,-118.4742
231414908,07/28/2023 12:00:00 AM,07/28/2023 12:00:00 AM,50,14,Pacific,1465,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 0913 0446,22,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,11900    JEFFERSON                    BL,,33.9851,-118.4031
240611637,09/03/2024 12:00:00 AM,08/30/2024 12:00:00 AM,1245,6,Hollywood,663,2,354,THEFT OF IDENTITY,1822 0929 0930 1501,41,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1200    CHEROKEE                     AV,,34.0926,-118.3352
221315247,07/31/2022 12:00:00 AM,07/31/2022 12:00:00 AM,1400,13,Newton,1371,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,57,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,100 W  56TH                         ST,,33.9915,-118.2739
242111508,09/04/2024 12:00:00 AM,09/03/2024 12:00:00 AM,700,21,Topanga,2155,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,39,M,O,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,740.0,,,,22300    VICTORY                      BL,,34.1865,-118.6129
210812678,08/11/2021 12:00:00 AM,08/10/2021 12:00:00 AM,1039,8,West LA,852,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0344 0346 0342 0327 0202 0209 1420,0,X,X,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,,,,11800    SANTA MONICA                 BL,,34.0427,-118.4585
